customer_id,credit_limit,sex,education,marital_status,age,payment_status_sep,payment_status_aug,payment_status_jul,payment_status_jun,payment_status_may,payment_status_apr,bill_amount_sep,bill_amount_aug,bill_amount_jul,bill_amount_jun,bill_amount_may,bill_amount_apr,payment_amount_sep,payment_amount_aug,payment_amount_jul,payment_amount_jun,payment_amount_may,payment_amount_apr,default_next_month,delay_months_apr,delay_months_may,delay_months_jun,delay_months_jul,delay_months_aug,delay_months_sep,credit_utilization_apr,credit_utilization_may,credit_utilization_jun,credit_utilization_jul,credit_utilization_aug,credit_utilization_sep,avg_credit_utilization_6m,early_utilization_avg,recent_utilization_avg,utilization_change,months_with_delay,maximum_delay_months,early_delay_avg,recent_delay_avg,delay_change,no_payment_with_bill_apr,no_payment_with_bill_may,no_payment_with_bill_jun,no_payment_with_bill_jul,no_payment_with_bill_aug,no_payment_with_bill_sep,months_no_payment_with_bill,default_flag,utilization_band,utilization_trend,delay_group,utilization_per_10pct,risk_segment,recommended_action
26606,20000,male,university,single,23,3,2,2,7,7,6,2400,2400,2400,2400,2400,1800,0,0,0,0,0,0,default,6,7,7,2,2,3,9.0,12.0,12.0,12.0,12.0,12.0,11.5,11.0,12.0,1.0,6,7,6.67,2.33,-4.34,1,1,1,1,1,1,6,1,Low (0-30%),Stable,3+ Months,1.15,Critical Risk,Urgent human review and offer repayment support
26607,50000,male,university,single,23,0,0,0,0,0,0,40698,42018,43344,16951,16989,17230,2000,2230,1600,600,500,19742,No default,0,0,0,0,0,0,34.46,33.98,33.9,86.69,84.04,81.4,59.08,34.11,84.04,49.93,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Increasing,No Delay,5.9079999999999995,Low Risk,Continue normal service and routine monitoring
26608,90000,male,graduate_school,single,23,0,0,0,0,0,-1,90888,85293,69482,60244,22640,3270,6000,4008,30055,15050,3270,16488,No default,0,0,0,0,0,0,3.63,25.16,66.94,77.2,94.77,100.99,61.45,31.91,90.99,59.08,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Increasing,No Delay,6.1450000000000005,Watchlist,Monitor closely and send early payment reminders
26609,50000,male,university,single,24,-1,-1,-1,-1,-1,-1,999,593,-7,2636,-39,13000,594,0,2643,0,13039,128,No default,0,0,0,0,0,0,26.0,0.0,5.27,0.0,1.19,2.0,5.74,10.42,1.06,-9.36,0,0,0.0,0.0,0.0,0,0,1,0,1,0,2,0,Low (0-30%),Stable,No Delay,0.5740000000000001,Low Risk,Continue normal service and routine monitoring
26610,20000,male,university,single,23,0,0,2,2,4,3,10208,14972,17432,19548,18948,18358,4972,3000,2700,0,0,1000,default,3,4,2,2,0,0,91.79,94.74,97.74,87.16,74.86,51.04,82.89,94.76,71.02,-23.74,4,4,3.0,0.67,-2.33,0,1,1,0,0,0,2,1,High (60-100%),Decreasing,3+ Months,8.289,Critical Risk,Urgent human review and offer repayment support
26611,30000,male,university,single,24,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No default,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,0.0,Low Risk,Continue normal service and routine monitoring
26612,50000,male,university,single,23,1,2,0,0,-1,0,52319,51185,51334,49312,8027,8603,0,3200,3110,32356,700,1700,No default,0,0,0,0,2,1,17.21,16.05,98.62,102.67,102.37,104.64,73.59,43.96,103.23,59.27,2,2,0.0,1.0,1.0,0,0,0,0,0,1,1,0,High (60-100%),Increasing,2 Months,7.359,High Risk,Contact customer and review before increasing credit
26613,20000,male,university,single,23,0,0,0,0,0,0,19178,18852,16648,19395,20271,20445,2000,1500,4000,2000,2000,2900,No default,0,0,0,0,0,0,102.22,101.35,96.98,83.24,94.26,95.89,95.66,100.18,91.13,-9.05,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Stable,No Delay,9.565999999999999,Watchlist,Monitor closely and send early payment reminders
26614,20000,male,university,single,22,1,2,0,0,0,0,19512,17692,19136,20080,17366,17128,0,1736,1618,902,1000,869,No default,0,0,0,0,2,1,85.64,86.83,100.4,95.68,88.46,97.56,92.43,90.96,93.9,2.94,2,2,0.0,1.0,1.0,0,0,0,0,0,1,1,0,High (60-100%),Stable,2 Months,9.243,High Risk,Contact customer and review before increasing credit
26615,20000,male,university,single,23,3,2,2,-1,2,2,18781,13255,0,20358,18044,20325,0,0,20358,0,2577,0,No default,2,2,0,2,2,3,101.63,90.22,101.79,0.0,66.27,93.9,75.63,97.88,53.39,-44.49,5,3,1.33,2.33,1.0,1,0,1,0,1,1,4,0,High (60-100%),Decreasing,3+ Months,7.563,Critical Risk,Urgent human review and offer repayment support
26616,50000,male,high_school,single,22,2,0,0,-1,0,0,47021,48423,44450,956,976,1976,2543,2150,956,20,1000,1000,default,0,0,0,0,0,2,3.95,1.95,1.91,88.9,96.85,94.04,47.93,2.6,93.26,90.66,1,2,0.0,0.67,0.67,0,0,0,0,0,0,0,1,Moderate (30-60%),Increasing,2 Months,4.793,High Risk,Contact customer and review before increasing credit
26617,20000,male,university,single,22,0,0,0,2,0,0,19555,17152,19637,18671,20116,17617,2000,3100,1000,2000,1000,1100,No default,0,0,2,0,0,0,88.08,100.58,93.36,98.18,85.76,97.78,93.96,94.01,93.91,-0.1,1,2,0.67,0.0,-0.67,0,0,0,0,0,0,0,0,High (60-100%),Stable,2 Months,9.395999999999999,High Risk,Contact customer and review before increasing credit
26618,20000,male,university,single,23,0,0,0,2,0,0,14784,15483,18109,17521,18026,19082,1253,2879,0,796,1500,0,No default,0,0,2,0,0,0,95.41,90.13,87.6,90.54,77.42,73.92,85.84,91.05,80.63,-10.42,1,2,0.67,0.0,-0.67,1,0,0,1,0,0,2,0,High (60-100%),Decreasing,2 Months,8.584,High Risk,Contact customer and review before increasing credit
26619,50000,male,university,single,23,0,0,0,0,0,0,48241,49445,51060,50033,9298,7877,2000,2412,5178,5500,500,500,default,0,0,0,0,0,0,15.75,18.6,100.07,102.12,98.89,96.48,71.98,44.81,99.16,54.35,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,High (60-100%),Increasing,No Delay,7.198,Watchlist,Monitor closely and send early payment reminders
26620,10000,male,university,single,23,2,0,0,2,2,2,5232,6410,8717,8431,9079,9110,1273,2580,0,942,321,0,default,2,2,2,0,0,2,91.1,90.79,84.31,87.17,64.1,52.32,78.3,88.73,67.86,-20.87,4,2,2.0,0.67,-1.33,1,0,0,1,0,0,2,1,High (60-100%),Decreasing,2 Months,7.83,High Risk,Contact customer and review before increasing credit
26621,10000,male,university,single,23,-2,-1,-1,-1,0,0,998,780,390,3622,3695,3126,780,390,3622,108,246,98,default,0,0,0,0,0,0,31.26,36.95,36.22,3.9,7.8,9.98,21.02,34.81,7.23,-27.58,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,Low (0-30%),Decreasing,No Delay,2.102,Low Risk,Continue normal service and routine monitoring
26622,20000,male,graduate_school,single,22,0,0,0,0,0,0,16620,17446,18534,19145,19547,19947,2000,2000,1278,1000,1000,764,No default,0,0,0,0,0,0,99.74,97.74,95.72,92.67,87.23,83.1,92.7,97.73,87.67,-10.06,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Decreasing,No Delay,9.27,Watchlist,Monitor closely and send early payment reminders
26623,10000,male,university,single,22,0,0,0,0,0,0,8780,4060,2774,3764,4001,5134,1100,1300,1200,300,1200,0,No default,0,0,0,0,0,0,51.34,40.01,37.64,27.74,40.6,87.8,47.52,43.0,52.05,9.05,0,0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,Moderate (30-60%),Stable,No Delay,4.752000000000001,Low Risk,Continue normal service and routine monitoring
26624,50000,male,university,single,25,0,0,0,0,0,0,11669,12665,12905,13498,13993,13854,1502,1522,1505,1000,1000,1000,No default,0,0,0,0,0,0,27.71,27.99,27.0,25.81,25.33,23.34,26.2,27.57,24.83,-2.74,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,2.62,Low Risk,Continue normal service and routine monitoring
26625,30000,male,university,single,25,0,0,0,0,0,0,7653,8864,10062,11581,12580,13716,1500,1500,2000,1500,1500,1500,default,0,0,0,0,0,0,45.72,41.93,38.6,33.54,29.55,25.51,35.81,42.08,29.53,-12.55,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,Moderate (30-60%),Decreasing,No Delay,3.5810000000000004,Low Risk,Continue normal service and routine monitoring
26626,170000,male,graduate_school,single,26,0,0,0,0,0,0,118084,112312,107396,96064,96984,93711,3800,13000,3593,3020,3090,2916,No default,0,0,0,0,0,0,55.12,57.05,56.51,63.17,66.07,69.46,61.23,56.23,66.23,10.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Stable,No Delay,6.122999999999999,Watchlist,Monitor closely and send early payment reminders
26627,50000,male,university,single,23,0,0,-2,-2,-1,2,51550,0,0,0,15239,14853,0,0,0,15239,0,540,default,2,0,0,0,0,0,29.71,30.48,0.0,0.0,0.0,103.1,27.22,20.06,34.37,14.31,1,2,0.67,0.0,-0.67,0,1,0,0,0,1,2,1,Low (0-30%),Increasing,2 Months,2.722,High Risk,Contact customer and review before increasing credit
26628,60000,male,university,single,24,2,0,0,0,0,0,27019,25100,21023,16973,12410,11944,1686,2000,1000,1000,6000,5000,default,0,0,0,0,0,2,19.91,20.68,28.29,35.04,41.83,45.03,31.8,22.96,40.63,17.67,1,2,0.0,0.67,0.67,0,0,0,0,0,0,0,1,Moderate (30-60%),Increasing,2 Months,3.18,High Risk,Contact customer and review before increasing credit
26629,50000,male,high_school,single,26,0,0,0,0,0,0,50316,48987,49299,48103,48669,48507,3000,3000,2200,2000,2000,2300,No default,0,0,0,0,0,0,97.01,97.34,96.21,98.6,97.97,100.63,97.96,96.85,99.07,2.22,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Stable,No Delay,9.796,Watchlist,Monitor closely and send early payment reminders
26630,50000,male,university,single,22,0,0,0,-1,0,0,46831,47233,22469,28197,18784,17263,4000,2442,28197,634,799,3200,No default,0,0,0,0,0,0,34.53,37.57,56.39,44.94,94.47,93.66,60.26,42.83,77.69,34.86,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Increasing,No Delay,6.026,Watchlist,Monitor closely and send early payment reminders
26631,50000,male,university,single,24,0,0,0,0,0,-1,49907,49355,34833,28614,29133,29340,1963,1539,1200,719,43945,1001,No default,0,0,0,0,0,0,58.68,58.27,57.23,69.67,98.71,99.81,73.73,58.06,89.4,31.34,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Increasing,No Delay,7.373,Watchlist,Monitor closely and send early payment reminders
26632,100000,male,high_school,single,24,1,2,0,0,0,0,100364,97551,66365,62913,9389,6076,107,2893,2104,312,207,2004,No default,0,0,0,0,2,1,6.08,9.39,62.91,66.36,97.55,100.36,57.11,26.13,88.09,61.96,2,2,0.0,1.0,1.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Increasing,2 Months,5.711,High Risk,Contact customer and review before increasing credit
26633,10000,male,graduate_school,single,25,0,0,0,0,0,0,5642,6652,7683,9040,9222,9580,1112,1143,1500,324,500,377,No default,0,0,0,0,0,0,95.8,92.22,90.4,76.83,66.52,56.42,79.7,92.81,66.59,-26.22,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Decreasing,No Delay,7.970000000000001,Watchlist,Monitor closely and send early payment reminders
26634,80000,male,graduate_school,single,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,default,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.33,0.33,0,0,0,0,0,0,0,1,Low (0-30%),Stable,1 Month,0.0,Watchlist,Monitor closely and send early payment reminders
26635,300000,male,university,single,26,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No default,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Stable,No Delay,0.0,Low Risk,Continue normal service and routine monitoring
26636,10000,male,graduate_school,single,23,1,2,0,0,0,2,9020,8707,8519,9505,10127,9677,0,1391,1300,900,0,500,default,2,0,0,0,2,1,96.77,101.27,95.05,85.19,87.07,90.2,92.59,97.7,87.49,-10.21,3,2,0.67,1.0,0.33,0,1,0,0,0,1,2,1,High (60-100%),Decreasing,2 Months,9.259,High Risk,Contact customer and review before increasing credit
26637,30000,male,graduate_school,single,24,-1,-1,2,-1,3,2,5857,20190,18794,6650,6118,2235,18794,0,6650,0,0,13000,No default,2,3,0,2,0,0,7.45,20.39,22.17,62.65,67.3,19.52,33.25,16.67,49.82,33.15,3,3,1.67,0.67,-1.0,0,1,1,0,1,0,3,0,Moderate (30-60%),Increasing,3+ Months,3.325,Critical Risk,Urgent human review and offer repayment support
26638,50000,male,graduate_school,single,24,0,0,0,0,0,0,20472,19077,20094,19559,16795,17233,1700,1641,1600,600,1000,1300,No default,0,0,0,0,0,0,34.47,33.59,39.12,40.19,38.15,40.94,37.74,35.73,39.76,4.03,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Stable,No Delay,3.774,Low Risk,Continue normal service and routine monitoring
26639,30000,male,graduate_school,single,24,-1,0,0,0,0,0,1426,2539,3437,5365,6275,7172,1300,1100,2000,1000,1000,2000,No default,0,0,0,0,0,0,23.91,20.92,17.88,11.46,8.46,4.75,14.56,20.9,8.22,-12.68,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Low (0-30%),Decreasing,No Delay,1.456,Low Risk,Continue normal service and routine monitoring
26640,90000,male,graduate_school,single,26,1,-2,-1,-1,0,0,0,0,403,33982,30738,29018,0,403,33982,1000,1000,1000,No default,0,0,0,0,0,1,32.24,34.15,37.76,0.45,0.0,0.0,17.43,34.72,0.15,-34.57,1,1,0.0,0.33,0.33,0,0,0,0,0,0,0,0,Low (0-30%),Decreasing,1 Month,1.7429999999999999,Watchlist,Monitor closely and send early payment reminders
26641,20000,male,graduate_school,single,23,2,2,2,2,2,2,5996,7040,7897,7622,8294,8016,1300,1128,0,800,0,1500,default,2,2,2,2,2,2,40.08,41.47,38.11,39.48,35.2,29.98,37.39,39.89,34.89,-5.0,6,2,2.0,2.0,0.0,0,1,0,1,0,0,2,1,Moderate (30-60%),Stable,2 Months,3.739,Critical Risk,Urgent human review and offer repayment support
26642,80000,male,graduate_school,single,23,-1,-1,-1,-1,0,0,444,444,444,888,888,444,444,444,888,444,0,1038,No default,0,0,0,0,0,0,0.56,1.11,1.11,0.56,0.56,0.56,0.74,0.93,0.56,-0.37,0,0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,Low (0-30%),Stable,No Delay,0.074,Low Risk,Continue normal service and routine monitoring
26643,90000,male,university,single,24,0,0,0,0,0,0,86724,91394,78767,74007,29480,27941,7016,3800,2406,595,570,67,No default,0,0,0,0,0,0,31.05,32.76,82.23,87.52,101.55,96.36,71.91,48.68,95.14,46.46,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Increasing,No Delay,7.191,Watchlist,Monitor closely and send early payment reminders
26644,20000,male,high_school,single,24,2,0,0,2,2,2,8295,9310,12130,11644,12250,11910,1160,2980,0,1100,0,1000,default,2,2,2,0,0,2,59.55,61.25,58.22,60.65,46.55,41.48,54.62,59.67,49.56,-10.11,4,2,2.0,0.67,-1.33,0,1,0,1,0,0,2,1,Moderate (30-60%),Decreasing,2 Months,5.462,High Risk,Contact customer and review before increasing credit
26645,30000,male,university,single,24,-1,-1,-1,-1,-1,-1,1473,390,390,390,0,780,390,390,390,0,780,0,default,0,0,0,0,0,0,2.6,0.0,1.3,1.3,1.3,4.91,1.9,1.3,2.5,1.2,0,0,0.0,0.0,0.0,1,0,1,0,0,0,2,1,Low (0-30%),Stable,No Delay,0.19,Low Risk,Continue normal service and routine monitoring
26646,10000,male,university,single,23,0,0,0,0,0,0,9984,9974,9900,9941,9250,9403,1300,1300,1041,1000,2000,464,default,0,0,0,0,0,0,94.03,92.5,99.41,99.0,99.74,99.84,97.42,95.31,99.53,4.22,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,High (60-100%),Stable,No Delay,9.742,Watchlist,Monitor closely and send early payment reminders
26647,70000,male,graduate_school,single,25,0,0,0,0,0,0,31011,28034,26363,22587,21770,19525,2002,1435,1294,1000,1000,1001,No default,0,0,0,0,0,0,27.89,31.1,32.27,37.66,40.05,44.3,35.55,30.42,40.67,10.25,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Increasing,No Delay,3.5549999999999997,Low Risk,Continue normal service and routine monitoring
26648,40000,male,graduate_school,single,26,2,0,0,2,2,0,36460,37549,40527,41036,39103,38945,2000,3900,1500,0,1600,1600,default,0,2,2,0,0,2,97.36,97.76,102.59,101.32,93.87,91.15,97.34,99.24,95.45,-3.79,3,2,1.33,0.67,-0.66,0,0,1,0,0,0,1,1,High (60-100%),Stable,2 Months,9.734,High Risk,Contact customer and review before increasing credit
26649,170000,male,university,single,26,0,0,0,0,0,0,145354,143279,87885,84534,74758,78633,8000,3500,4000,4000,6000,0,default,0,0,0,0,0,0,46.25,43.98,49.73,51.7,84.28,85.5,60.24,46.65,73.83,27.18,0,0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,High (60-100%),Increasing,No Delay,6.024,Watchlist,Monitor closely and send early payment reminders
26650,10000,male,university,single,24,1,2,2,-2,-2,-2,9774,10400,0,0,0,0,1000,0,0,0,0,0,No default,0,0,0,2,2,1,0.0,0.0,0.0,0.0,104.0,97.74,33.62,0.0,67.25,67.25,3,2,0.0,1.67,1.67,0,0,0,0,1,0,1,0,Moderate (30-60%),Increasing,2 Months,3.3619999999999997,High Risk,Contact customer and review before increasing credit
26651,30000,male,university,single,25,2,0,0,0,0,0,29608,27471,29075,26011,13900,0,1600,3000,1200,139,0,0,No default,0,0,0,0,0,2,0.0,46.33,86.7,96.92,91.57,98.69,70.04,44.34,95.73,51.39,1,2,0.0,0.67,0.67,0,1,0,0,0,0,1,0,High (60-100%),Increasing,2 Months,7.0040000000000004,High Risk,Contact customer and review before increasing credit
26652,10000,male,university,single,24,1,2,2,2,2,2,6496,6246,8965,8672,9525,9228,0,3000,0,1000,0,800,default,2,2,2,2,2,1,92.28,95.25,86.72,89.65,62.46,64.96,81.89,91.42,72.36,-19.06,6,2,2.0,1.67,-0.33,0,1,0,1,0,1,3,1,High (60-100%),Decreasing,2 Months,8.189,Critical Risk,Urgent human review and offer repayment support
26653,50000,male,graduate_school,single,24,0,0,0,0,0,0,48061,47003,13063,25224,14197,13872,2000,2000,2000,2000,2000,2000,No default,0,0,0,0,0,0,27.74,28.39,50.45,26.13,94.01,96.12,53.81,35.53,72.09,36.56,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Increasing,No Delay,5.381,Low Risk,Continue normal service and routine monitoring
26654,30000,male,unknown,single,24,0,0,0,0,2,2,21652,22656,23804,25668,24887,0,1369,1517,2381,0,0,0,No default,2,2,0,0,0,0,0.0,82.96,85.56,79.35,75.52,72.17,65.93,56.17,75.68,19.51,2,2,1.33,0.0,-1.33,0,1,1,0,0,0,2,0,High (60-100%),Increasing,2 Months,6.593000000000001,High Risk,Contact customer and review before increasing credit
26655,50000,male,graduate_school,single,24,0,0,2,0,0,0,30011,35743,34435,30859,27429,24222,7000,416,3000,3000,3000,3000,No default,0,0,0,2,0,0,48.44,54.86,61.72,68.87,71.49,60.02,60.9,55.01,66.79,11.78,1,2,0.0,0.67,0.67,0,0,0,0,0,0,0,0,High (60-100%),Increasing,2 Months,6.09,High Risk,Contact customer and review before increasing credit
26656,20000,male,high_school,single,24,1,2,0,0,0,0,20464,19322,19004,19558,19176,19441,4,1640,1589,1000,1001,1004,No default,0,0,0,0,2,1,97.2,95.88,97.79,95.02,96.61,102.32,97.47,96.96,97.98,1.02,2,2,0.0,1.0,1.0,0,0,0,0,0,0,0,0,High (60-100%),Stable,2 Months,9.747,High Risk,Contact customer and review before increasing credit
26657,10000,male,university,single,25,0,0,0,0,0,0,3684,4715,5785,7134,3535,4323,1100,1155,1500,1000,1000,1000,default,0,0,0,0,0,0,43.23,35.35,71.34,57.85,47.15,36.84,48.63,49.97,47.28,-2.69,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,Moderate (30-60%),Stable,No Delay,4.863,Low Risk,Continue normal service and routine monitoring
26658,50000,male,university,single,24,1,-2,-2,-2,-2,-2,-1000,0,0,0,0,0,1000,0,0,0,2000,0,No default,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.33,0.33,0,0,0,0,0,0,0,0,Low (0-30%),Stable,1 Month,0.0,Watchlist,Monitor closely and send early payment reminders
26659,50000,male,university,single,24,1,2,2,0,-1,0,59197,55551,54083,50000,10135,9952,2000,0,1000,10135,358,403,default,0,0,0,2,2,1,19.9,20.27,100.0,108.17,111.1,118.39,79.64,46.72,112.55,65.83,3,2,0.0,1.67,1.67,0,0,0,0,1,0,1,1,High (60-100%),Increasing,2 Months,7.964,High Risk,Contact customer and review before increasing credit
26660,50000,male,university,single,25,0,0,2,2,-1,-1,47077,48872,16012,14228,19546,19473,2800,0,1644,63965,705,798,No default,0,0,2,2,0,0,38.95,39.09,28.46,32.02,97.74,94.15,55.07,35.5,74.64,39.14,2,2,0.67,0.67,0.0,0,0,0,0,1,0,1,0,Moderate (30-60%),Increasing,2 Months,5.507,High Risk,Contact customer and review before increasing credit
26661,160000,male,university,single,25,0,0,0,0,0,0,60905,62905,71405,82926,84278,93641,2000,8500,13000,2668,11259,2043,No default,0,0,0,0,0,0,58.53,52.67,51.83,44.63,39.32,38.07,47.51,54.34,40.67,-13.67,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Decreasing,No Delay,4.7509999999999994,Low Risk,Continue normal service and routine monitoring
26662,50000,male,university,single,24,0,0,0,0,2,0,50140,15519,19520,21103,20101,20402,3000,5000,2300,0,1000,2000,No default,0,2,0,0,0,0,40.8,40.2,42.21,39.04,31.04,100.28,48.93,41.07,56.79,15.72,1,2,0.67,0.0,-0.67,0,0,1,0,0,0,1,0,Moderate (30-60%),Increasing,2 Months,4.893,High Risk,Contact customer and review before increasing credit
26663,30000,male,graduate_school,single,24,0,0,0,0,0,0,14857,16302,17333,18735,18952,19195,2000,1598,2000,825,698,701,No default,0,0,0,0,0,0,63.98,63.17,62.45,57.78,54.34,49.52,58.54,63.2,53.88,-9.32,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Stable,No Delay,5.854,Low Risk,Continue normal service and routine monitoring
26664,60000,male,university,single,27,5,4,3,2,-1,0,67940,65957,64005,61769,51722,44956,0,0,0,51722,16000,1100,default,0,0,2,3,4,5,74.93,86.2,102.95,106.68,109.93,113.23,98.99,88.03,109.95,21.92,4,5,0.67,4.0,3.33,0,0,0,1,1,1,3,1,High (60-100%),Increasing,3+ Months,9.899,Critical Risk,Urgent human review and offer repayment support
26665,150000,male,university,single,25,0,0,0,0,0,0,153932,153573,153309,152357,153133,0,5500,5509,5672,6787,0,832,No default,0,0,0,0,0,0,0.0,102.09,101.57,102.21,102.38,102.62,85.14,67.89,102.4,34.51,0,0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,High (60-100%),Increasing,No Delay,8.514,Watchlist,Monitor closely and send early payment reminders
26666,30000,male,high_school,single,26,0,0,2,0,0,0,25535,28738,27999,28097,28670,7770,3641,0,1000,573,1000,0,No default,0,0,0,2,0,0,25.9,95.57,93.66,93.33,95.79,85.12,81.56,71.71,91.41,19.7,1,2,0.0,0.67,0.67,1,0,0,0,1,0,2,0,High (60-100%),Increasing,2 Months,8.156,High Risk,Contact customer and review before increasing credit
26667,20000,male,graduate_school,single,26,-1,-1,0,-1,0,0,587,2195,1758,3720,3820,0,2195,1500,3720,100,0,0,No default,0,0,0,0,0,0,0.0,19.1,18.6,8.79,10.98,2.94,10.07,12.57,7.57,-5.0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,Low (0-30%),Stable,No Delay,1.0070000000000001,Low Risk,Continue normal service and routine monitoring
26668,20000,male,university,single,26,0,0,0,-2,-2,-1,18838,15349,0,0,0,19125,1200,0,0,0,19125,1000,No default,0,0,0,0,0,0,95.62,0.0,0.0,0.0,76.74,94.19,44.42,31.87,56.98,25.11,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,Moderate (30-60%),Increasing,No Delay,4.442,Low Risk,Continue normal service and routine monitoring
26669,50000,male,university,married,24,0,0,0,0,0,0,17331,17961,18689,19284,19517,19193,1600,1700,1600,1200,1000,1000,No default,0,0,0,0,0,0,38.39,39.03,38.57,37.38,35.92,34.66,37.33,38.66,35.99,-2.67,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Stable,No Delay,3.7329999999999997,Low Risk,Continue normal service and routine monitoring
26670,200000,male,graduate_school,single,33,0,0,0,0,0,0,66471,67010,67627,68085,69445,71242,2387,2485,2414,2434,2863,3000,No default,0,0,0,0,0,0,35.62,34.72,34.04,33.81,33.51,33.24,34.16,34.79,33.52,-1.27,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Moderate (30-60%),Stable,No Delay,3.4159999999999995,Low Risk,Continue normal service and routine monitoring
26671,70000,male,university,single,25,0,0,0,0,0,-2,60719,61607,68091,69028,-61372,79256,2500,7500,3182,25200,102000,12152,No default,0,0,0,0,0,0,113.22,0.0,98.61,97.27,88.01,86.74,80.64,70.61,90.67,20.06,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,High (60-100%),Increasing,No Delay,8.064,Watchlist,Monitor closely and send early payment reminders
26672,150000,male,graduate_school,married,28,0,0,0,0,0,0,145728,145240,148755,133414,101284,73255,5002,6009,3259,149,1866,0,No default,0,0,0,0,0,0,48.84,67.52,88.94,99.17,96.83,97.15,83.08,68.43,97.72,29.29,0,0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,High (60-100%),Increasing,No Delay,8.308,Watchlist,Monitor closely and send early payment reminders
26673,130000,male,unknown,single,27,1,2,0,0,0,0,136378,129545,131045,128104,121641,123470,0,5115,4527,4500,8908,5,No default,0,0,0,0,2,1,94.98,93.57,98.54,100.8,99.65,104.91,98.74,95.7,101.79,6.09,2,2,0.0,1.0,1.0,0,0,0,0,0,1,1,0,High (60-100%),Stable,2 Months,9.873999999999999,High Risk,Contact customer and review before increasing credit
26674,20000,male,high_school,single,27,0,0,0,0,2,2,13621,14984,16431,18835,18235,19535,1596,2000,3000,0,1600,0,No default,2,2,0,0,0,0,97.68,91.18,94.18,82.16,74.92,68.1,84.7,94.35,75.06,-19.29,2,2,1.33,0.0,-1.33,1,0,1,0,0,0,2,0,High (60-100%),Decreasing,2 Months,8.47,High Risk,Contact customer and review before increasing credit
26675,60000,male,graduate_school,single,27,-1,-1,0,0,0,0,2165,18214,13172,8717,8552,9902,18214,13000,2000,3000,2000,0,No default,0,0,0,0,0,0,16.5,14.25,14.53,21.95,30.36,3.61,16.87,15.09,18.64,3.55,0,0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,Low (0-30%),Stable,No Delay,1.687,Low Risk,Continue normal service and routine monitoring
